user_id,item_id,timestamp
209,488,0.000343636
526,837,0.000425191
192,528,0.000442354
197,178,0.000458296
521,635,0.000478202
118,722,0.000497923
711,89,0.000516009
547,21,0.000689188
618,337,0.000734916
816,101,0.000849573
719,541,0.000883221
71,732,0.000897412
613,466,0.000903077
158,450,0.0009151
777,912,0.000946252
318,735,0.001165703
982,826,0.001328958
162,920,0.001375476
109,124,0.001795299
109,911,0.001815894
668,936,0.001821702
179,931,0.001890471
110,566,0.001894729
849,148,0.00210302
370,488,0.002285004
954,852,0.002299879
669,677,0.002486184
913,281,0.002505185
74,822,0.002616491
168,247,0.002778931
336,96,0.003003813
366,775,0.003021066
642,443,0.003023363
637,436,0.003038777
703,649,0.003235523
641,276,0.00327159
638,176,0.003420209
68,249,0.003536058
756,65,0.003557023
136,714,0.003568094
496,892,0.003674607
913,539,0.004076522
264,918,0.004329098
571,626,0.004411605
40,480,0.004413629
723,449,0.004451427
250,242,0.004611334
189,82,0.004722611
251,653,0.004765499
100,949,0.004789479
595,519,0.00497156
465,475,0.005214801
285,682,0.005234154
772,983,0.005248231
459,396,0.005536119
431,863,0.005548653
12,42,0.005941991
185,623,0.006022651
552,309,0.006074315
872,269,0.006105246
76,298,0.006151578
876,670,0.006415996
363,571,0.006461609
188,211,0.006582582
784,618,0.006614172
267,410,0.006643949
45,426,0.006707653
750,635,0.006730425
118,826,0.006740548
407,567,0.006843943
173,111,0.007101637
714,702,0.007178374
339,742,0.007675163
378,730,0.007974458
834,206,0.008109624
249,228,0.008181041
118,373,0.008231627
545,525,0.008307917
422,568,0.008457841
725,772,0.008547709
882,140,0.008661495
47,498,0.00928036
59,26,0.009327184
168,511,0.009550211
576,611,0.009639912
936,672,0.009710239
285,770,0.009771272
222,63,0.009869738
954,783,0.009880269
581,636,0.009915922
9,906,0.010119649
833,105,0.010221714
370,667,0.010394997
793,551,0.010396832
891,627,0.010446652
411,11,0.010878758
526,106,0.010938424
993,816,0.011002559
551,587,0.011042061
30,361,0.011505865
644,763,0.01158133
547,888,0.011586322
135,428,0.011854596
646,880,0.011904155
59,157,0.011952564
310,321,0.012228399
102,974,0.012487913
944,549,0.012528947
667,615,0.012996972
563,994,0.013263902
819,152,0.013273944
924,816,0.013293421
376,590,0.013306174
754,816,0.013307445
142,10,0.013380867
459,936,0.013391149
784,240,0.013431211
500,5,0.013433098
174,203,0.013612363
396,437,0.013768306
997,376,0.013989197
359,495,0.014069849
558,651,0.014176677
222,956,0.014285784
751,157,0.014889887
85,608,0.015021845
874,39,0.015377585
538,713,0.015382065
764,686,0.0154347
421,563,0.015557924
268,64,0.015835112
693,207,0.01602532
651,238,0.016103636
564,581,0.016133404
319,956,0.016472393
513,332,0.016488019
752,916,0.016663408
770,22,0.016748788
181,117,0.016885749
885,576,0.01691607
865,612,0.017135076
44,5,0.017204217
563,692,0.017460051
77,518,0.017483813
492,331,0.017658898
128,505,0.017716296
583,298,0.018016
180,538,0.018235054
702,105,0.01827788
867,867,0.018469836
479,236,0.018756163
311,114,0.018794613
469,214,0.018982287
286,760,0.019261558
212,285,0.019374478
811,683,0.019386234
24,622,0.019400108
394,802,0.01964936
930,350,0.019822855
393,364,0.019872533
521,559,0.019886991
611,451,0.020138828
527,659,0.020157505
31,388,0.020212642
